12:19:54,-7.1395705,107.5126805,124467,1.37,282.76,256.9,10.46,2638,0,0.09,0.01,1,0,0,0,-93.73,29.15,24.74,-1.01,-5.09,-64.04,27.1,42,#
12:19:55,-7.139571167,107.5126802,124477,1.41,282.76,241,10.46,2504,0,0.09,0.01,1,0,0,0,-93.46,29.03,24.65,-1.01,-5.09,-64.04,27.1,41,#
12:19:57,-7.139577333,107.5126702,124477,1.81,268.09,256.8,10.44,2678,0,0.09,0.01,1,0,0,0,-93.17,29.1,24.53,-1.01,-5.1,-64.04,27.1,41,#
12:19:58,-7.139578,107.512667,124477,1.8,272.06,243.9,10.45,2540,0,0.09,0.01,1,0,0,0,-93.37,29.12,24.58,-1.01,-5.09,-64.04,27.1,41,#
12:19:59,-7.139578333,107.5126623,124477,1.85,277.23,258.3,10.45,2660,0,0.09,0.01,1,0,0,0,-93.31,29.09,24.54*,12:20:04,-7.139596667,107.5126517,124477,1.02,157.39
12:20:05,-7.139596167,107.5126503,124467,1.2,157.39,257.3,10.44,2654,0,0.09,0.01,1,0,0,0,-93.29,29.17,24.63,-1.01,-5.1,-64.04,27.3,41,#
12:20:06,-7.139596333,107.5126482,124467,1.28,157.39,245.7,10.48,2542,0,0.09,0.01,1,0,0,0,-93.3,29.12,24.66,-1.01,-5.11,-64.04,27.3,41,#
12:20:07,-7.139595333,107.5126465,124467,1.41,157.39,257.6,10.45,2696,0,0.09,0.01,1,0,0,0,-93.3,29.05,24.59,-1.01,-5.1,-64.04,27.2,41,#
12:20:08,-7.139597167,107.5126405,124477,1.76,157.39,243.7,10.45,2552,0,0.09,0.01,1,0,0,0,-93.32,29.19,24.9,-1.01,-5.1,-64.04,27.2,41,#
12:20:10,-7.139602833,107.5126347,124477,1.15,157.39,263.2,10.45,2710,0,0.09,0.01,1,0,0,0,-93.35,29.16,24.65*,12:20:14,-7.139604,107.5126113,124477,1.31,245.62
12:20:15,-7.139603167,107.5126063,124458,1.54,272.67,262.6,10.42,2730,0,0.09,0.01,1.01,-0.24,-4.09,0.61,-92.1,29.82,24.26,-0.87,-5,-64.03,27.3,41,#
12:20:17,-7.139595833,107.5125823,124458,2.07,284.47,243.2,10.45,2592,0,0.09,-0.02,1.01,0.06,3.78,-0.49,-92.97,29.56,24.43,-0.83,-4.96,-64,27.3,41,#
12:20:18,-7.1395955,107.5125788,124449,1.57,282.82,259.8,10.4,2678,0,0.09,0.04,1,-0.92,-8.48,0.85,-92.15,29.12,24.3,-0.8,-4.99,-63.93,27.3,41,#
12:20:19,-7.139593667,107.5125737,124458,1.91,282.93,244.7,10.45,2614,0,0.06,0.04,0.98,-0.55,-7.14,0,-92.3,29.69,24.27,-0.79,-5,-63.93,27.2,40,#
12:20:24,-7.139588333,107.5125618,124994,2.72,291.31,197.8,9.97,1934,0,0.06,-0.13,0.96,0.49,8.18,-5.8,-82.5,20.89,27.33,-5.82,-0.86,-59.56,26.6,41,#
12:20:26,-7.139588333,107.5125618,125126,2.72,291.31,246.8,9.89,2468,0,0.01,-0.01,0.97,3.11,11.35,-0.24,-82.43,22.29,27.55,-5.53,-1.48,-58.42,26.2,41,#
12:20:27,-7.139588333,107.5125618,125229,2.72,291.31,273.4,9.83,2706,0,-0.04,-0.19,0.96,-8,-7.32,0.31,-81.41,20.97,29.17,-8.5,-4.95,-57.62,26,41,#
12:20:28,-7.139588333,107.5125618,125351,2.72,291.31,276.7,9.8,2730,0,0.12,-0.04,1.02,-32.41,-32.1,1.04,-80.74,21.97,26.1,-8.66,-1.04,-59.04,26,41,#
12:20:29,-7.139588333,107.5125618,125445,2.72,291.31,260.3,9.86,2572,0,-0.02,-0.17,0.98,12.82,16.6,-3.36,-82.3,22.85,25.85,-3.11,-0.13,-59.21,25.8,41,#
12:20:35,-7.139588333,107.5125618,126048,2.72,291.31,200.2,9.88,1908,0,0.02,-0.05,0.93,7.2,-2.75,3.23,-82.5,21.06,26.86,-7.49,-1.89,-61.29,25.1,41,#
12:20:36,-7.139588333,107.5125618,126104,2.72,291.31,274.5,9.75,2582,0,0,-0.13,1.07,6.35,-11.96,1.53,-81.69,19.39,27.88,-8.91,-3.09,-61.39,25.1,41,#
12:20:37,-7.139588333,107.5125618,126245,2.72,291.31,278.6,9.72,2706,0,0.01,-0.06,1.09,-1.95,-3.3,-0.92,-82.27,20.59,27.6,-8.23,-1.51,-60.73,24.9,42,#
12:20:39,-7.139588333,107.5125618,126339,2.72,291.31,257.2,9.83,2474,0,0,0.03,0.98,1.04,18.25,-1.83,-81.45,20.96,28.32,-7.22,-4.69,-61.13,24.9,42,#
12:20:40,-7.139588333,107.5125618,126471,2.72,291.31,270.1,9.72,2606,0,0.05,-0.04,1.08,-5.86,-7.63,3.54,-82.28,19.53,27.52,-9.14,-2.66,-61.22,24.6,42,#
12:20:46,-7.139588333,107.5125618,127112,2.72,291.31,219.9,9.81,2064,0,0.06,-0.14,1.06,9.77,0.79,-0.37,-83.3,22.38,26.4,-4.83,-3.64,-61.56,23.9,43,#
12:20:47,-7.139588333,107.5125618,127102,2.72,291.31,278.3,9.74,2634,0,0.04,0.13,0.98,-2.99,-2.38,-0.18,-85.26,20.95,26.45,-5.83,-1.58,-63.41,23.7,44,#
12:20:48,-7.139588333,107.5125618,127084,2.72,291.31,316,9.64,3058,0,-0.06,0.02,0.98,7.69,-6.47,2.08,-84.06,20.48,26.71,-5.47,-2.05,-62.46,23.7,44,#
12:20:49,-7.139588333,107.5125618,127084,2.72,291.31,262.3,9.76,2618,0,0.15,-0.07,1.06,7.2,-13.98,2.2,-82.81,21.25,26.86,-4.97,-1.75,-61.58,23.4,44,#
12:20:50,-7.139588333,107.5125618,127055,2.72,291.31,270.5,9.72,2618,0,0.04,-0.12,1.08,-0.06,8.54,3.72,-84.7,21.86,26.18,-3.7,-0.67,-62.19,23.4,44,#
12:20:56,-7.139588333,107.5125618,127121,2.72,291.31,188.4,9.85,1854,0,-0.04,-0.18,0.98,7.57,-9.28,-6.47,-84.66,21.64,26.81,-4.67,-1.06,-59.28,22.8,45,#
12:20:57,-7.139588333,107.5125618,127046,2.72,291.31,265.1,9.7,2520,0,-0.04,-0.04,1.07,0,-6.9,-1.22,-84.05,21.8,26.65,-4.08,-2.63,-59.94,22.7,46,#
12:20:59,-7.139588333,107.5125618,126999,2.72,291.31,272.8,9.68,2670,0,-0.04,-0.15,0.99,1.77,-60.67,-6.35,-84.53,22.51,26.61,-5.09,-2.46,-59.75,22.7,46,#
12:21:00,-7.139588333,107.5125618,127121,2.72,291.31,322.5,9.66,3064,0,0,-0.18,0.99,3.05,11.11,-2.5,-83.74,21.97,27.45,-5.47,-2.79,-60.17,22.4,46,#
12:21:01,-7.139588333,107.5125618,127121,2.72,291.31,275.7,9.67,2642,0,-0.04,-0.16,1.02,1.83,-29.36,-3.05,-83.51,21.11,28.02,-6.04,-5.23,-60.21,22.2,46,#
12:21:07,-7.139588333,107.5125618,127159,2.72,291.31,193.2,9.74,1862,0,0.03,0.04,0.92,1.89,1.77,-5.92,-82.19,21.1,28.05,-8.86,-1.25,-56.05,21.8,48,#
12:21:08,-7.139588333,107.5125618,127140,2.72,291.31,263.3,9.65,2506,0,-0.05,-0.2,0.99,-8,19.65,-5.31,-85.28,20.86,25.89,-6.08,0.29,-61.77,21.8,48,#
12:21:10,-7.139588333,107.5125618,127178,2.72,291.31,277.8,9.57,2632,0,0.01,0.14,1.09,3.05,-6.59,-0.92,-80.63,19.19,27.55,-6.27,-3.83,-61.11,21.6,48,#
12:21:12,-7.139588333,107.5125618,127149,2.72,291.31,279.7,9.58,2628,0,-0.01,-0.06,1.01,13.37,5.07,2.81,-83.25,22.48,26.89,-3.5,-3.98,-59.97,21.5,48,#
12:21:18,-7.139588333,107.5125618,127178,2.72,291.31,201.3,9.72,1682,0,0.05,-0.03,1.01,-2.69,9.77,1.59,-83.62,21.32,26.61,-5.34,-0.41,-59.57,21,51,#
12:21:19,-7.139588333,107.5125618,127168,2.72,291.31,278.3,9.58,2608,0,0.19,-0.1,1.04,-6.29,4.33,0.18,-85.62,20.88,27.2,-6.23,-1.5,-60.98,21,51,#
12:21:20,-7.139588333,107.5125618,127131,2.72,291.31,280.2,9.58,2606,0,0.04,-0.05,1.04,5.98,5.19,4.76,-82.35,20.59,28.09,-6.41,-3.72,-59.61,21,52,#
12:21:21,-7.139588333,107.5125618,127102,2.72,291.31,271.9,9.6,2566,0,0.08,0,1.02,-12.7,14.59,-7.02,-85.49,21.89,26.98,-8.98,-0.66,-60.33,20.9,53,#
12:21:22,-7.139588333,107.5125618,127084,2.72,291.31,279.4,9.67,2624,0,-0.06,0.01,0.41,-0.31,-15.38,-3.3,-84.19,20.45,29.72,-8.06,-9.2,-63.59,20.9,53,#
12:21:28,-7.139588333,107.5125618,127140,2.72,291.31,170.9,9.63,1580,0,0.01,-0.1,0.95,5.62,-13.61,-3.6,-83.26,19.53,28.54,-8.42,-4.86,-61.68,20.7,53,#
12:21:29,-7.139588333,107.5125618,127159,2.72,291.31,273.5,9.58,2612,0,-0.05,-0.12,0.84,5.74,3.36,2.32,-83.55,19.9,28.1,-7.7,-4,-62.3,20.6,53,#
12:21:31,-7.139588333,107.5125618,127168,2.72,291.31,259.7,9.54,2376,0,0.08,-0.07,0.96,2.26,-1.77,-0.92,-83.68,20.12,27.95,-6.61,-4.05,-62.7,20.6,53,#
12:21:32,-7.139588333,107.5125618,127178,2.72,291.31,278.8,9.55,2618,0,0.03,-0.16,0.81,-2.44,15.87,0.06,-83.58,20.62,27.99,-6.65,-3.25,-61.27,20.4,53,#
12:21:33,-7.139588333,107.5125618,127140,2.72,291.31,251,9.52,2346,0,0.07,-0.07,0.99,5.68,-9.34,1.04,-84.13,19.95,28.29,-6.56,-4.09,-62.82,20.4,53,#
12:21:39,-7.139588333,107.5125618,127112,2.72,291.31,166.7,9.66,1622,0,0.17,-0.06,0.98,-8.24,-2.62,2.01,-84.14,19.46,28.54,-7.72,-4.78,-62.57,20.2,54,#
12:21:40,-7.139588333,107.5125618,127131,2.72,291.31,287.7,9.49,2642,0,0.13,-0.14,0.94,-4.52,3.48,1.16,-81.41,20.15,28.85,-8.15,-4.1,-61.16,20.1,54,#
12:21:41,-7.139588333,107.5125618,127131,2.72,291.31,275.3,9.48,2606,0,0.18,-0.03,0.96,-2.01,-6.59,0.12,-83.83,19.56,27.83,-8.25,-2.95,-63.3,20.1,54,#
12:21:42,-7.139588333,107.5125618,127131,2.72,291.31,272,9.5,2614,0,0.08,-0.11,1.05,-4.21,-0.43,-3.6,-84.74,19.34,27.95,-7.65,-3.22,-64.24,20,54,#
12:21:44,-7.139588333,107.5125618,127140,2.72,291.31,283.4,9.55,2608,0,0.04,-0.02,1.02,1.16,-16.3,6.41,-83.81,19.5,28.39,-7.52,-4.73,-63.12,20,54,#
12:21:49,-7.139588333,107.5125618,127498,2.72,291.31,180.5,9.48,1798,0,0.17,-0.14,1.13,2.08,6.16,-1.77,-81.99,17.72,29.2,-11.15,-4.06,-63.93,19.7,55,#
12:21:51,-7.139588333,107.5125618,127724,2.72,291.31,274.5,9.4,2598,0,0.04,-0.14,1.05,-1.71,-1.65,0.67,-82.73,18.62,28.19,-11.56,-3.05,-63.42,19.7,55,#
12:21:52,-7.139588333,107.5125618,127819,2.72,291.31,286.9,9.46,2670,0,0.04,-0.07,0.96,1.04,18.43,2.93,-86.16,20.96,25.99,-9.41,-0.83,-63.34,19.7,55,#
12:21:53,-7.139588333,107.5125618,127856,2.72,291.31,283.1,9.43,2706,0,0.01,-0.03,1.01,-7.69,-6.1,-0.43,-82.74,19.35,29.1,-11.11,-5.19,-61.78,19.7,55,#
12:21:54,-7.139588333,107.5125618,127838,2.72,291.31,281.8,9.44,2634,0,0.09,-0.1,0.95,3.36,-15.14,-1.4,-82.89,19.2,29.03,-8.42,-4.75,-61.36,19.6,55,#
12:22:00,-7.139588333,107.5125618,127781,2.72,291.31,198.1,9.56,1852,0,-0.04,-0.11,1.01,2.2,-12.02,-0.37,-82.85,19.37,28.83,-7.65,-4.6,-62.42,19.5,56,#
12:22:01,-7.139588333,107.5125618,127800,2.72,291.31,258.7,9.44,2434,0,0.04,-0.19,0.98,5.07,3.78,-0.31,-82.91,20.21,28.94,-7.23,-4.24,-61.92,19.5,56,#
